protocol_id,scenario_id,contamination_tier,execution_level,execution_label,execution_mode,agent,seed,total_return,sharpe,max_drawdown,execution_fill_rate,rejected_order_count,total_slippage_cost,intent_risk_gap_l1,risk_execution_gap_l1,intent_execution_gap_l1,max_intent_execution_gap_l1,trajectory_reproducibility_coverage,evidence_tier,claim_scope
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E2,harsh friction sweep corner,realistic,naive-momentum,11,0.341729,12.634874,-0.003865,0.5,15,3392.53544,0.0,0.65568,0.65568,1.0,1.0,protocol-fixture,Stress corner for execution-friction sensitivity; not calibrated cost prediction.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E2,harsh friction sweep corner,realistic,risk-parity,7,0.140403,8.261231,-0.014422,0.583333,14,1823.892472,0.0,0.418455,0.418455,0.7,1.0,protocol-fixture,Stress corner for execution-friction sensitivity; not calibrated cost prediction.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E2,harsh friction sweep corner,realistic,risk-parity,11,0.269438,14.807762,-0.008967,0.645833,11,1724.074826,0.0,0.348749,0.348749,0.7,1.0,protocol-fixture,Stress corner for execution-friction sensitivity; not calibrated cost prediction.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E2,harsh friction sweep corner,realistic,random,7,0.134586,9.611497,-0.008344,0.651163,9,1950.087184,0.0,0.363907,0.363907,1.0,1.0,protocol-fixture,Stress corner for execution-friction sensitivity; not calibrated cost prediction.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E2,harsh friction sweep corner,realistic,random,11,0.141503,8.037409,-0.015813,0.613636,11,1774.610673,0.0,0.40929,0.40929,1.0,1.0,protocol-fixture,Stress corner for execution-friction sensitivity; not calibrated cost prediction.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,signal-weighted,7,0.127546,11.379683,-0.005715,0.764706,4,1058.442142,0.191725,0.200466,0.249507,0.884606,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,signal-weighted,11,0.244276,9.351272,-0.010074,0.710526,7,1424.609322,0.508652,0.25005,0.607839,1.504556,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,naive-momentum,7,0.193317,11.126735,-0.006222,0.769231,5,1952.056701,0.0,0.385858,0.385858,0.925197,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,naive-momentum,11,0.370083,17.117264,-0.00397,0.738095,7,3843.752407,0.0,0.584573,0.584573,1.021496,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,risk-parity,7,0.140659,9.802209,-0.008872,0.625,14,2024.367332,0.0,0.362543,0.362543,0.7,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,risk-parity,11,0.384726,14.087115,-0.009167,0.75,8,1650.43145,0.0,0.291455,0.291455,0.7,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,random,7,0.152306,10.920203,-0.008018,0.659091,11,1769.27191,0.0,0.439159,0.439159,1.0,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
trellm-v0.3-protocol,synthetic_high_volatility_c0_v0_3,C0,E3,calibrated replay fixture,calibrated,random,11,0.214635,11.381766,-0.009804,0.651163,11,2183.787774,0.0,0.441196,0.441196,1.0,1.0,protocol-fixture,Calibrated replay fixture path. Venue-wide E3 claims require external quote/fill provenance.
